product_id,product_name,aisle_id,department_id
1537,Zip'n'Steam Medium Cooking Bags,85,17
25956,Dark Chocolate Salty Caramel Ice Cream,37,1
17724,Phoenix Body Wash with Pump,127,11
30770,Party Mix Candy,45,19
20254,Milk Chocolate Peanut Butter Eggs,45,19
44071,Sticky Toffee Pudding,71,16
47327,Cornichons Baby Sour Gherkins,72,13
1942,Aged White Wine Vinegar,19,13
3752,Original Whole Bean Coffee,26,7
46768,Original Seafood Stock,69,15
49626,Cube Stuffing,4,9
12470,Rapid Wrinkle Repair Eye Cream,73,11
46263,Hickory Smoked Boneless Sliced Ham,7,12
30505,Gluten Free Class French Dinner Rolls,58,1
34174,Black Pepper Steaks,42,1
44017,"Coco-Roons, Mini, Vanilla Maple",61,19
20441,Organic Coconut Almond Granola,6,2
1407,Veggie Spirals,131,9
45846,Creamy Peanut Butter Bars,3,19
28590,Chicken Breast Cutlets,49,12
39545,Corn Muffin Mix,105,13
23991,"Organic Spinach & Potatoes 2, 6 Months+",92,18
12363,Organic Gluten Free Buckwheat Flour,97,13
17839,100% Royal Jelly,47,11
15178,Organic Vegetable Medley,123,4
32638,Red Hot Original Cayenne Pepper Sauce,72,13
44158,Pecan Swirls,61,19
49461,Organic Crushed Tomatoes In Tomato Purée,81,15
33414,Mixations Pineapple Pouch Apple,100,21
32435,Chunky Garden Tomato Onion & Garlic Italian Sauce,9,9
35822,Star Wars Macaroni & Cheese,4,9
33434,Original Fruit,45,19
20297,Original Animal Crackers,78,19
37521,Lavender Hand & Body Lotion,25,11
3654,Turkey Canine Cuisine Wet Dog Food,40,8
29625,Bright Beet Juice Smoothie,31,7
16727,Organic Bosc Pears,24,4
7221,Blackberry Blast,31,7
9857,Ph 9.5 Water,115,7
4163,Spanish Rice Pilaf Mix,4,9
32951,Ricotta Cheese,21,16
21744,"Yerba Mate, Unsmoked Green Energy",94,7
44084,Dulse Organic Brown Rice Cakes,78,19
1742,Onion Crispbread,100,21
8851,100% Whole Grain Flaxseed Bread,112,3
32739,Total 2% Cherry Lowfat Greek Strained Yogurt,120,16
17173,Roasted Walnut Oil,19,13
13642,Whole Grain Blends Wheat Couscous Roasted Garlic & Olive Oil,4,9
24225,"Minis, Vanilla",61,19
17438,Peppermint Pure Castile Soap,25,11
38714,Chocolate Vanilla Swirls Pudding Snacks,71,16
33029,Dark French Roast Whole Bean Coffee,26,7
24907,Cherry Blackberry Liquid Water Enhancer,90,7
19161,Organic Summer Strawberry Kefir,120,16
20073,Jazz Apple,24,4
27958,Chicken Drumsticks,35,12
19243,Fun Size Peanut Chocolate Candy,45,19
46622,Hibiscus Sangria Iced Tea,94,7
49464,Creole Mustard,72,13
2009,Sharp Cheddar Singles,21,16
38374,Milk and Cookies Ice Cream,37,1
35535,Organic Red Chard Greens,83,4
1423,100% Lactose Free Whole Calcium Enriched Milk,91,16
41176,American Slices Cheese,21,16
12145,Tofu Miso Ramen,66,6
32553,"Country Stand Juice, Medium Pulp",98,7
36309,Biotin Liquid Softgels - 5000 MCG,47,11
32301,"New England Style Clam Corn Chowder, Condensed",69,15
46466,Raw Chia Seeds,117,19
19105,Pure Zero Punched Energy Drink,64,7
45736,Finely Shredded Marble Jack Cheese,21,16
14195,63% Dark Chocolate Sea Salt & Nibs Bar,45,19
20215,Tuna Noodle Casserole,38,1
40279,Bean Sprouts,83,4
23631,Spicy Salsa,67,20
28340,Instant Ginger Honey Crystals,47,11
22872,Natural Unsalted Macadamia,117,19
42380,Organic Baby Foods Whole Grain Multi-Grain Cereal,92,18
30710,Sheep Milk Pizza,79,1
13036,Crunch Milk Chocolate with Crisped Rice Chocolate Bar,45,19
29952,Paleo English Muffins,93,3
35988,Mint Chip Coconut Milk Ice Cream,37,1
29371,Original (101442) Summer Sausage,106,12
17632,Marble Rye Bread,112,3
7267,Sugar Free Rosemary & Roasted Garlic Vinaigrette,89,13
16422,Cherry Limeade Flavored Fruit Drink,31,7
27184,Chicken Enchilada Suiza,129,1
43919,Original Bubble Gum,46,19
16086,Sliced Nacho Jalapeno Peppers,110,13
23214,Organic Blood Orange Sparkling Beverage,98,7
17437,"Liquid Laundry Detergent with Bleach Alternative, Original scent",75,17
26493,Classic Vegetables Chopped Broccoli,116,1
544,Classic Original Hummus,67,20
10824,Spirulina Pacifica Tablets,47,11
34196,Stuffed Jalapenos With Cream Cheese,129,1
40166,Palak Paneer,116,1
1164,Whole Bean Organic Kick Ass Coffee,26,7
27407,Chunky Salsa Medium,51,13
32859,Oikos Greek Yogurt Traditional Lemon Meringue,120,16
30684,Fast-Max Day & Night Cold & Flu Relief Liquid,11,11
35888,Tomato Ketchup No Salt,72,13
14947,Pure Sparkling Water,115,7
17186,Caramel Apple Dream Herbal Tea,94,7
18143,Wholemega Whole Fish Oil,47,11
13463,Mustard Seed,104,13
14742,Gluten Free Chicken Nuggets,129,1
23030,Perfect Cube Trays For Classic Cocktails,10,17
49495,Pods Ocean Mist Detergent + Stain Remover + Brightener,75,17
32446,Bunched Carrots,83,4
7162,1/2 Caff Classic Medium Roast,26,7
46915,Kitchen Scrubber Sponges,114,17
31394,100 Calorie Pretzels Packs,107,19
4274,Vegan Cheddar Style Cheese Slices,21,16
30489,Original Hummus,67,20
45256,Organic Teriyaki Greens Veggie Krunch,50,19
18958,Vanilla with Reese's Pieces Lowfat Yogurt,120,16
5764,Organic SprouTofu Teriyaki Tofu Cutlets,14,20
3181,"Juice Cocktail, Cranberry Blood Orange",98,7
21221,Authentic Margaritas Classic Lime,6,2
8405,Killer Chocolate Sauce,103,19
12170,Sweet & Spicy Jalapeno Kettle Cooked Potato Chips,107,19
26769,Organic Unrefined Coconut Oil,19,13
31326,Cheese & Garlic Premium Croutons,89,13
20780,Sea Bakin' Thai BBQ Seaweed Snacks,50,19
43936,Water Stop Premium Gloves Medium,114,17
21847,Lemongrass Citrus Scent Disinfecting Wipes,114,17
46388,Sweet & Salty Nut Cashews Granola,3,19
47279,Aged Asiago Cheese,2,16
11488,Vegetable Oil & Nonfat Yogurt Spread,36,16
14425,True Organic Bunched Greens,98,7
1604,Harmony Travel Tin Candle Pure Lavender,101,17
14020,Cabernet Sauvignon 2015,28,5
35125,Naturals Apothecary Shea Butter Hand Cream Aloe & Green Tea,127,11
12681,Pearl Super Scented Tampons,126,11
20966,Rice Pilaf Family Size Rice Blend,4,9
6401,Tender Care Diapers Jumbo Pack - Size 4,56,18
3054,Decorating Black Icing,97,13
41321,Kiddy Cutlery,82,18
11027,Cocentrated Homestyle Chicken Stock,69,15
2339,Organic Himalayan Sweetness Popcorn,23,19
5153,Sleepytime Honey,94,7
31915,Organic Red Delicious Apple,24,4
20957,Whole Grain Rice Cereal,92,18
11667,Halloween Candy Mixed Minis,100,21
31562,Sweet Onions,83,4
27912,"California Blend Broccoli, Cauliflower & Carrots",116,1
13498,Spray & Stay Intense Hold Hairspray,22,11
1006,Philadelphia Cream Cheese,108,16
44680,Strawberry Nutrition Shake,65,11
45679,Gluten Free Cheddar Macaroni & Cheese Rice Pasta,4,9
29627,Synergy Raspberry Chia Kombucha,31,7
455,Ibuprofen Liquid Gels,133,11
17320,"Precision 8\"" Scissors",87,17
42980,Gluten Free Parmesan & Garlic Bagel Chips,107,19
32196,Unscented Original Very Emollient Body Lotion,25,11
13658,Smooth & Sleek Anti-Freeze Shampoo with Argan Oil,22,11
23579,Peanut Butter Chocolate Chip Fruit & Nut Food Bar,3,19
47845,Organic Mild Green Chiles Diced,81,15
4983,Sweets Medley Sea Salt Sweet Potato Chips,107,19
26342,Chicken Gumbo Condensed Soup,69,15
14069,Vietnamese Brown Rice Spring Roll Wrappers,66,6
6309,Greek Yogurt Flip Smore Smore's Sweet Vanilla Low Fat,100,21
45382,Pork Baby Back Ribs,122,12
2355,Cushioned Nail Board,132,11
13049,Nonfat Plain Greek Yogurt,120,16
5730,Plus Soft Toothbrush,20,11
42202,Sweet Orange Vanilla Honest Conditioner,22,11
36417,Mini Bagel Dogs,129,1
35606,Chocolate Chip Frozen Dairy Dessert,37,1
25486,"Macaroons, Chocolate Chip",61,19
38003,Sicilian Pistachio,37,1
46786,Italian Style Boneless Skinless Chicken Breasts,49,12
21204,Delights Supreme Cookie Brownie Bars Mix,105,13
47867,Gluten Free Honey Mustard & Onion Pretzel Sticks,107,19
48802,Organic Whole Wheat Fusilli Pasta,131,9
14223,Fettuccine  No. 6 Pasta,131,9
4885,91% Isopropyl Alcohol,118,11
31197,Chocolate Covered Raisins,6,2
42726,Original Stain Remover and Color Booster,114,17
45491,Golden Butter Crackers,78,19
45990,Wild Alaska Red Salmon,95,15
31168,Mango Peach Jam,88,13
18088,Chopped Dill Cubes,116,1
6245,Baby Vegetable Medley Steamers,116,1
11840,Organic Chicken Pot Pie Homestyle Meal 9+ Months,92,18
12448,Original Dish Liquid,74,17
45428,Fruit Chews Sweets + Sours,45,19
41835,4 Pull-Apart Dipping Strips Four Cheese with Marinara Dipping Sauce Packet Pizza Dipping Strips,79,1
44861,Hydro 5 Men's Refill Blades,55,11
5712,Cashew Almond Breakfast Bar,3,19
34710,Sun Spray Lotion,25,11
49508,Antioxidant Infusions Costa Rica Clementine,31,7
16949,Cold Cups,111,17
4247,Peppermint Stick 70% Dark Chocolate,45,19
11016,Eleuthero Siberian Ginseng Liquid Herbal Extract,47,11
45841,Triple Cream Cheese,2,16
41357,Gh Party Favorite Jicama Sticks,123,4
40752,Peony & Plum Liquid Hand Soap,127,11
28601,Collard Greens,83,4
5529,Original White Popcorn,23,19
26743,Original Round Sweet Bread,43,3
5752,"Organic Qi'a Superfood Oatmeal, Cinnamon Pumpkin Seed",130,14
21795,Extra Virgin Olive Oil Rich Taste,19,13
6374,Cat Treats Temptations Seafood Medley,41,8
20367,Natural Mint Gum,46,19
13257,Portion Pack Snack Bags,85,17
33339,Gardenia Smoothing Hawaiian Conditioner,22,11
8192,Ginger Ale Jamaican Style,77,7
32267,Twelve Essentials Fruit and Vegetable Juice,31,7
22479,Reduced Fat White Cheddar Baked Snack Crackers,78,19
39830,Organic Guatemalan Dark Roast Whole Bean Coffee,26,7
19593,Super Sweet Yellow Corn,83,4
14816,Hawaiian BBQ Macadamia Nuts,117,19
5012,Honey Pomegranate Greek Yogurt,120,16
38880,Pure Green Tea K-Cups,94,7
21504,Organic Supreme Fruit & Nut Mix,6,2
26465,Moisturizing Non-Drying Facial Wash,73,11
9106,Chocolate Pudding,71,16
29762,Grapefruit Juice Squeeze,77,7
177,Citrus Terere Yerba Mate,94,7
7123,Toilet Bowl Cleaner Clinging Bleach Gel,114,17
1901,Meringue Powder,17,13
6468,I Can See Clearly Wow! Glass Cleaner,114,17
30020,Organic Multigrain Snack Crackers,78,19
34280,Purina Beyond Natural Cat Food Grain Free Ocean Whitefish and Egg Recipe,41,8
44796,Pinot Noir Sonoma Coast,28,5
23956,Balsamic Vinaigrette Calorie Free,89,13
46140,Lavender Dishwashing Liquid With Olay,74,17
8659,Fabanaise,51,13
49098,Golden Sweet Potato,83,4
21836,"Sea Salt, Fine",104,13
31384,Refried Black Beans Low Fat,59,15
40019,Cocoa Butter Petroleum Jelly,118,11
6976,Unsweetened Family-Sized Black Iced Tea Bags,94,7
24959,Donut Shop Medium Roast Coffee K-Cups,26,7
1902,Cookie Core Boom Chocolatta! Ice Cream,37,1
47771,100% Organic Coconut Water,98,7
4422,Optic White Sparkling Mint Toothpaste,20,11
38190,Organic Drumsticks,49,12
5747,Organic Nighty Night Valerian Herbal Tea,94,7
36453,Size 3 M  Skulls Diapers,56,18
42000,Citron Vodka,124,5
44034,Kids Soft & Chewy Sour Then Sweet Berries Candy,45,19
11981,Bottled Beer,27,5
48346,No. 10 Distilled Gin,124,5
36026,Ice Cream Bars Value Pack,37,1
24851,Lager Can,27,5
25117,Decaf Ginger Peach Green Tea Bags,94,7
22499,Cappuccino Brownies,8,3
40395,Greens & Avocado,100,21
14751,Butter & Chive Sprouted Risotto,12,9
45668,Smoked Salmon Cream Cheese Spread,108,16
9313,Sparkling Grapefruit Flavored Juice Beverage Blend,77,7
35678,All Natural Organic Green Lentils,63,9
19822,Kosher Red Apple Havarti Shingles,33,6
28169,Vegetable Pad Thai With Rice Noodles,42,1
35922,Fat Free Poppyseed Dressing,89,13
38148,Cherry Flavored  Nausea Relief,70,11
28649,Medium Mango Habanero Salsa,51,13
42916,1-Step 1-Minute Paneer Makhani,76,6
24040,Beef Flavor Dog Snacks,40,8
29144,Children's Cold & Cough Liquid Grape Medicine,11,11
8571,Baby Cucumbers,32,4
13140,Kola Soda,77,7
42094,Holiday Funfetti Vanilla Frosting,97,13
24762,Bubble Gum Flavored Liquid Allergy Relief,11,11
13853,Caesar Salad Dressing,89,13
28861,Gluten Free Maple Brown Sugar Oatmeal,130,14
26359,Veggie Harvest Farmhouse Ranch Veggie & Whole Grain Snacks,51,13
3026,Fruit Go Go SqueeZ Applesauce Pouches,99,15
47693,Hormel Simple Ideas Loaded Mashed Potatoes,13,20
17826,Pate in Natural Juices Beef Entree,41,8
11479,Hair Expertise EverSleek Reparative Smoothing Conditioner,22,11
7134,Sea Salt Potato Tomato & Spinach Garden Veggie Sticks,107,19
47692,Peanut  M&Ms Milk Chocolate Candies,45,19
45911,Non-Drowsy Liquid Allergies Grape,11,11
21285,Gorgonzola Cheese,2,16
44503,Large Strawberries Sliced,116,1
26508,Dandruff Shampoo Plus Conditioner T/Gel® Daily Control,22,11
22879,Decaf Sweet Coconut Thai Chai Tea,94,7
16504,Night Of Olay Firming Cream,73,11
44877,Ginger Snap Pie Crust,17,13
26345,Small/Medium Maximum Absorbency Women Underwear,126,11
42014,Marshmallow Creme,88,13
5663,Chocolate Energy Supplement,47,11
15981,Unsweetened Soymilk,91,16
33658,Coke Sweetened Splenda,77,7
46089,Instant Bouillon Cubes Chicken Flavor,69,15
40216,Yukon Gold Potatoes,83,4
19362,5 Grain Tempeh,14,20
16229,Jumbo Popcorn Chicken,129,1
47177,"Smmmile, It's Three Cheesy Macaroni & Cheese Dinner",4,9
8746,"Olive Oil Canyon Cut, Sea Salt & Cracked Pepper Potato Chips",107,19
14604,The Original Irish Cream Liqueur,124,5
16529,Real Steak Jerky Original Recipe,23,19
16153,Chili Pepper Paste,72,13
24099,Snickerdoodle Cookie with Salted Caramel Ice Cream Sandwich,37,1
1641,Titanium Smooth Razors,55,11
6568,Snacks Mango,50,19
37207,Pizza Crust,105,13
36439,Grand Reserve Sonoma County Merlot,28,5
26690,Heart Healthy Chicken Gumbo Soup,69,15
15453,Gluten Free Vanilla Creme Cookies,61,19
48279,"Blue 1000 mg Vitamin C Fizzy Drink Mix, Triple Berry",47,11
10477,Caramel Chocolate Sandwich,37,1
13432,"Bubble Bath, Honey",127,11
34167,All Natural Gluten Free Chicken Pot Pie,38,1
7056,Chalk Hill Chardonnay,62,5
38208,Spinach Salad Dressing,89,13
39128,"Bread, Organic, Spelt Ancient Grain",112,3
44287,Sea Salt Crunchy Coated Premium Black Edamame,50,19
16331,Cream Filled White Fancy Cakes,61,19
6218,Organic Avocados,83,4
24714,Daily Conditioner,22,11
33936,Enchilada Sauce,30,6
25912,Vanilla Caramel Creme Coffee Creamer,53,16
28639,Exotic Papaya & Hibiscus Flower Scented Oil Refills,101,17
10895,Mexican Finely Shredded Cheese,21,16
8258,Cherry Gelatin Dessert,105,13
11808,Pineapple & Passion Fruit Sandwich Fruit Bar,50,19
4670,Organic Lavender Shaving Gel,55,11
44030,"Gefilte Fish, Original",33,6
1277,Crème De Menthe Baking Chips,97,13
6690,Assorted Bites,45,19
331,Organic Lemon Gingersnap,61,19
7773,Hazelnut Toffee Dark Chocolate Bar,45,19
20822,Real Vegetable Chips Spiced Sweets,107,19
18960,The Original Firecracker Ice Pop,37,1
13361,Soft 360 Whole Mouth Clean Toothbrush,20,11
35348,L&#39;Or&Eacute;Al&Reg; Paris Pure Clay Mask Detox &#38; Brighten 1.7 Oz,73,11
11522,Turkish Bay Leaves,104,13
48004,Danimals Strawberry Explosion Flavored Smoothie,120,16
11066,Bubble Bath Extra Gentle,102,18
6368,Sour Cream And Onion Potato Chips,107,19
9524,Easy Wring Spin Mop Refil,114,17
26893,Odor Shield Scented Scoopable Cat Litter,41,8
35085,Spot's Stew Salmon Dry Dog Food,40,8
6543,"Garam Masala, Organic",104,13
43085,Artichoke Ravioli,100,21
18111,VIA Instant Latte Caffe Mocha Instant Coffee,26,7
24236,Organic  Dried & Unsulfured Orchard Select Apricots,117,19
48545,Orange Blossom,101,17
28367,Pure Rewards Grain Free Chicken & Lamb Jerky Bits Dog Treats,40,8
32180,Nightime Cold & Flu Relief Cherry Flavor,11,11
32673,Wasabi  Rice Chips,107,19
31658,Sugar-Free Expec Herbal Expectorant Licorice,11,11
3929,Apple Fruit & Grain Cereal Bars,48,14
27648,Volcanic Rock Exfoliant,25,11
1181,Mini Watermelon,24,4
2997,Keurig Medium Roast Lively Colombian Coffee K Cups,26,7
19332,Organic  Raw Cocotella,51,13
35781,Brownie Mix Semi Sweet,105,13
950,Toll House Ultimate Chocolate Peanut Butter Deluxe Cookie Dough,105,13
42895,Filets In Sauce New York Strip Flavor Dog Food,40,8
5541,Sensitive Eye Cream,109,11
49052,Organic Peach Cobbler Black Tea Tea Bags,94,7
17533,Harissa Dip,67,20
33060,Graduates Toddlers Cereal Bars Strawberry Banana 8 Count,92,18
41504,Roasted Almond Oil,19,13
29648,Buttermilk Ranch Dressing,89,13
27297,Low Fat Plain Goat Milk Yogurt,120,16
20717,Honey Maid Star Wars,78,19
14366,Enlighten Mint Organic,94,7
22359,Organic 50/50 Blend Salad,123,4
26990,Candy bar,45,19
7525,Overnight Relief Stool Softener,70,11
22205,Chick Peas Ceci,59,15
43239,Graduates Lil Meals Mac Cheese with Chicken Vegetables,92,18
26588,Macaroni & Cheese Tasty American Favorites,38,1
11501,Gluten-Free Supergrain Mild Cheddar Mac & Cheese,4,9
2875,"Cumin, 100% Organic, Ground",104,13
10649,Tropical Paradise Invisible Solid Anti-Perspirant/Deodorant,80,11
45309,Purple Carrot & blueberry Puffs,92,18
45115,Super Grains Tabbouleh,1,20
36110,Unscented Liquid Glycerine Soap,25,11
45984,Margherita With Sausage Pizza,79,1
9619,100% Grapeseed OIl Spray,19,13
19294,Original Flavors Hard Candy,45,19
35403,Disinfecting Bathroom Bleach-Free Cleaner,114,17
30628,13 Gallon Tall Trash Bags,60,17
15081,"Eggs, Organic, Pasture-Raised, Large",86,16
6434,Grapefruit Scented Foaming Hand Soap,6,2
21529,Organic Black Tahini,51,13
44153,White Chicken Chili Delicious Dinners,69,15
2494,Copper Coated Scrubbing Pads,114,17
10509,Organic Animal Crackers,78,19
5265,Sparkling Apple,100,21
12900,Organic Sambucus for Kids Standardized Elderberry,11,11
42705,Proactive Health Sensitive Stomach Cat Food,40,8
11563,Premium Romaine,123,4
11762,Rinse Aid,74,17
10587,Unscented Extra Hold Hair Spray,22,11
26260,Sliced Olives,110,13
26160,Valentines Milk White Squares,45,19
23895,Organic Sucanat Dehydrated Cane,17,13
24923,Petite Diced Fire Roasted Tomatoes,81,15
26591,Orajel Bubble Guppies Fluoride Toothpaste,20,11
5011,100% Natural Whole Peeled Plum Tomatoes,81,15
27666,Grout Cleaner With Brush,114,17
47718,Citrus Cooler,64,7
26543,Original Powder Dish Detergent Booster Refill Pack,74,17
47048,High Potency Biotin 5 mg Vegan Capsules,47,11
36598,Original Ritz Toasted Chips,78,19
28742,Classic Melba Rounds,78,19
41234,Original Fat Free Potato Crisps,107,19
10870,Blue Label Year of the Ram,124,5
35233,Peach,24,4
27865,Original Tomato Juice,98,7
42298,Salted Caramel Protein Bites,3,19
47216,Small White Beans,59,15
4741,Bag of Gala Apples,24,4
7683,Everyday Coconut Water Balancing Toner,109,11
17888,Chewy Caramels,45,19
41785,Organic Nine Mixed Grain Bread,52,1
18623,Tumblers Savory Salmon & Tuna Flavors Cat Treats,41,8
24928,Cocoa & Vanilla Bunny Cookies Gluten Free Bunny Cookies Gluten Free,61,19
38057,Spicy Organic Microgreens,83,4
27539,Steam Fresh Chef's Favorites Lightly Seasoned Asian Medley,100,21
21133,Spreadable Butter with Olive Oil & Sea Salt,36,16
28721,Classico Pure Olive Oil,19,13
33139,Vegetarian Worcestershire Sauce,72,13
37989,DM Fusions Peach Mango,99,15
18488,Pure Cane Individual Packets Sugar,17,13
47941,Special K Red Berries Cereal,121,14
47394,BBQ Spray Grill Cleaner,114,17
45431,Organic Nuts & Coconut Milks Blend,91,16
9243,Herb Cilantro Clamshell,16,4
8884,Lunchables Cracker Stackers Ham & American Cheese,13,20
44927,Deluxe Shells & Cheddar Dinner,4,9
8408,Antibacterial Aloe with Moisturizer Liquid Hand Soap,127,11
6232,Minced Onions,104,13
1176,Garlic Texas Toast,58,1
29641,Pappy Fred's Old Style Pizza Sauce All Natural,9,9
18472,Steamfresh Veggie Made Riced Cauliflower,100,21
4129,Mighty Veggie Carrot Pear Pomegranate & Oats Vegetable & Fruit Smoothie,92,18
25342,Mexican Beef Bouillon,69,15
48010,Almond Stix Crispy Seaweed Strips,50,19
37896,Organic Grilled Eggplant,116,1
2532,Large Oven Cooking Bags,85,17
41721,Milano Mocha Chocolate Cookies,61,19
8894,Estracell Scrub Sponge,114,17
22333,Guajillo Chili Chocolate Mexicano Classic Discs,45,19
13476,OlivExtra Original Canola Oil And Extra Virgin Olive Oil,19,13
26483,Ponzu,66,6
16157,Slow Cooker Sauces Beef Stew,69,15
34183,Pure Red Raspberry Seedless Jam,88,13
28863,Kisses Baking Chips,17,13
25418,Cream Style Sweet Corn,81,15
27339,Italian Herb Seasoning Grinder,104,13
44174,Rustic Wheat Bread,112,3
31208,Protein Plus Chocolate 1% Lowfat Milk,84,16
470,Lite Beer,27,5
5795,Light Classic Lime Margarita Mix,6,2
7526,Italian Sauce Flavored With Meat,9,9
5087,72% Dark Chocolate with Pistachios Almond & Walnuts,45,19
45147,Dill & Garlic Raw Sauerkraut,110,13
40491,Purina Busy Chewnola Dog Treat Sm/Med,40,8
29107,Lightly Dried Basil,16,4
10080,Double Roasted Tomato Medium Salsa,51,13
14505,Old World Style Organic Traditional Pasta Sauce,9,9
3211,Synergy Organic & Raw Green Chia Kombucha,31,7
1098,Organic Blackberry Blend Juice,31,7
6202,Get Burning Hot Cinnamon Ginger Tea for Metabolism,94,7
27013,Optique 1 Homeopathic Remedy Eye Irritation Relief,44,11
30593,Frosted Cherry Pop-Tarts Toaster Pastries,48,14
28324,Triple Clean Pinto Beans,63,9
37107,Ground Cumin,104,13
1283,Organic Edamame & Mung Bean Fettuccine,100,21
49342,Albacore Premium White In Water Tuna,95,15
37914,Kashmir Garam Masala,104,13
22592,Sport Performance Coolzone SPF 30 Sunscreen,127,11
25577,Organic Bunny Pasta & Chicken Broth Soup,69,15
40267,"Naturally Hardwood Smoked Sausage Made With Pork, Turkey, Beef",106,12
45827,Roasted Seaweed Snack Coconut Oil,50,19
33212,Applesauce,99,15
46261,Anti Dandruff 2 in 1 Shampoo,22,11
38301,Vent Clips Air Freshener Linen & Sky,101,17
23634,Dairy-Free Cheddar Style Shreds,21,16
12482,"Ramen, Soba",66,6
28899,Organic Canned Red Kidney Beans,59,15
30211,Radiant Super Tampons,126,11
36091,Savory Shreds Variety Pack Cat Food,41,8
13619,Outdoor Fresh Fabric Softener Dryer Sheets,75,17
32049,Concentrace Trace Mineral Drops,47,11
4414,Total 0% with Raspberry Nonfat Greek Strained Yogurt,120,16
18036,Premium Horseradish,72,13
41967,Coconut Cardamom Almond Butter,88,13
47441,"Extra Dry Ginger Ale, Lightly Sweetened",77,7
8036,Red Beans,59,15
8691,Perfect Pie Crust,105,13
33975,Cinnamon Bun White Chocolate Lean Protein & Fiber Bar,3,19
49106,Premium Jumbo Beef Franks,96,20
41901,Moisturizing Lotionized Shave Gel with Vitamin E,55,11
25750,"Newman-O's, Chocolate Creme filled Chocolate Cookies",61,19
37404,Peach Mango Unsweetened Soft Drink Mix,90,7
35383,Classic White Bread,112,3
39222,Lavendar Coconut Shea & Coconut Enriching Conditioner,22,11
12839,Premium Sprouted Artisan Seven-Grain Wraps,112,3
15125,Tender white meat turkey & stuffing in a homestyle gravy with russet mashed potatoes Roast Turkey,38,1
21363,Men+Care Clean Comfort Antiperspirant Deodorant,80,11
7577,Hakata Noodle Ramen,69,15
6057,Certified Gluten-Free Oats Natural Oatmeal Packets - 8 CT,121,14
12901,Baby Lima Beans & Butter Sauce Steamers,116,1
2529,"Tortilla Sticks, Veggie",107,19
843,Mountain Stream Fabric Softener,75,17
9367,Organic Malbec,28,5
16073,Dairy Pure Fresh Half And Half,53,16
11763,Pepper Jack Thick Slices Cheese,21,16
4832,2% Milk American Cheese Singles,21,16
3228,Szechuan,66,6
48591,Gluten Free Tomato Basil Pasta Sauce,9,9
12587,Ultra Thin Super with Flexi-Wings Unscented Pads,126,11
9352,Barbeque Green Peas,50,19
47135,"Organic Echinacea Plus, Caffeine Free Herbal Tea",94,7
22179,Seasoned Salt,104,13
15751,"Bread, Whole Grain Spelt",58,1
38458,Ivory Concealer,132,11
36171,Scooby-Doo! Baked Honey Sticks Graham Crackers,61,19
24270,Organic Fenugreek Seeds,104,13
41544,Organic Crushed Fire Roasted Tomatoes,81,15
15237,Macaroni & Cheese Refrigerated Sides,13,20
5930,Pieces Peppermint - 16 CT,46,19
42890,G Series Fierce Grape Sports Drink,64,7
32692,Well Yes! Hearty Tomato with Toasted Barley Soup,100,21
24217,Golden Oat Breakfast Biscuits,48,14
30447,Low Carb Energy Drink,64,7
43209,Large Eggs,86,16
35300,Light Italian Style Vegetable Soup,69,15
41133,Full Clog Destroyer,114,17
25517,Old Fashioned Organic Smooth Peanut Butter,88,13
37959,Egg White Patties,86,16
3565,Original Kids Age 3 Months and Up Tooth Gel with Xylitol,102,18
40710,Banana Chocolate Chip Muffins,58,1
11988,Unscented One-Ply Bathroom Tissues,54,17
28593,Reduced Fat 2% Chocolate Milk,84,16
11595,Tomato On The Vine,83,4
45882,Blue Bottle Vietnamese Coffee Ice Cream,37,1
5159,Crossovers Cocnt Curry Cashew,120,16
32476,Garlic & Herb Bread Crumbs,5,13
11128,Pure Breeze Super Odor Killer Gel Air Freshener,101,17
18717,Olive Oil Oil Moisturizing Hair Lotion,22,11
47948,Glutin Free Low Fat Rice Crackers Black Sesame and Soy Sauce Bag,66,6
26022,Expert Eyes Moisturizing Eye Makeup Remover,132,11
42206,Anarchy For Her Daily Fragrance,80,11
9562,Fig Newtons Fruit Chewy Cookies,61,19
7614,Herbs Lime Leaves,16,4
10881,"Candy Bar, Mini, Peanut Butter",45,19
21986,Artichoke Parmesan Dip,67,20
5224,Organic Stoneground Mustard,72,13
46987,Allergy Ultratab Tablets,11,11
44550,Creamy Balsamic Vinaigrette,89,13
1711,Beef Bulgogi With Brown Rice,38,1
28006,Cool Berry Pectin Throat Drops,11,11
4878,Spicy Ranch Salad Dressing & Seasoning Mix,89,13
6706,White Cone Style Coffee Filters Size 2,26,7
3378,"Rescue Remedy for Pets, Dropper",40,8
5546,Roasted Peanut Protein Bar,3,19
4092,Vanilla Bean Macaroons,8,3
43982,Chicken Florentine,38,1
22428,Fresh Marinara Sauce,9,9
27756,Colombian Peaks Whole Bean Coffee,26,7
31005,Fit Berry Blast Liquid Water Enhancer,90,7
20990,Hummus Galilee,67,20
40226,Spinach And Mushroom Pizza,13,20
40492,Whole Kernel Sweet Corn No Salt Added,81,15
12147,Italian All Natural Salad Dressing & Recipe Mix,89,13
36723,Oat Bran Hot Cereal,130,14
36595,Gluten Free Gold Lager,27,5
42844,Ibuprofen Migraine Tablets Bonus Pack,133,11
3137,Rich Chocolate Nutritional Drink,65,11
14146,Sliced Wheat Bread,112,3
