order_id,product_id,add_to_cart_order,reordered
1519276,17313,4,1
687976,46979,11,1
3241487,45531,1,1
3257837,23909,2,1
2509295,30117,9,1
3121562,37067,2,1
414366,29252,10,0
2193276,45066,16,1
434708,47766,5,1
3388271,44201,12,0
89602,9076,7,1
375121,46962,1,0
388563,6341,12,0
774432,46845,18,1
3038764,24535,5,1
2259576,31992,7,1
2459273,25513,18,1
3007225,46226,9,1
2573934,13176,4,1
420819,13535,4,1
1424531,24671,9,1
823042,33731,11,0
3081188,17122,7,0
2425089,2716,1,1
3133656,45948,1,1
2860931,25134,7,0
1252416,27360,20,1
2148271,23001,6,0
1891084,24561,6,1
2875200,39113,3,0
1877376,49247,3,0
975341,3957,3,1
759490,45535,1,1
719848,18641,18,0
205164,26765,7,0
189343,49683,7,1
471885,46347,3,0
1828907,6385,20,0
1265882,21903,6,1
2525047,32689,4,1
932763,30233,15,1
1744633,16325,8,1
621010,38383,13,1
2317039,40054,5,0
2488654,44912,11,0
1469080,20995,2,1
1016301,24852,1,1
398058,2535,6,0
1006208,34262,7,1
2566109,4920,9,1
2589023,42342,1,0
335822,25919,1,0
1514976,42450,23,0
370986,42701,6,0
1780223,21616,9,1
1907502,19678,7,1
2915516,29801,15,0
2834023,11520,1,1
954963,21903,7,0
1755929,31981,8,1
3345867,13225,1,1
3150951,39581,6,1
2439857,5077,1,1
1430532,46011,35,0
2830301,40545,24,1
3056597,26540,12,0
582051,2611,11,1
191954,5450,19,0
1659804,16797,2,1
3246838,31651,4,0
3306656,22395,4,1
759060,26856,3,1
855024,25653,5,1
1336453,37284,5,1
557733,19282,14,1
1431227,38247,3,0
710423,37358,2,0
2243393,10883,10,0
1714408,21903,13,1
1603423,42719,26,0
575569,13249,36,1
2794042,46654,5,1
2729029,17949,25,1
276012,1243,6,0
3282733,19057,9,1
1797268,23688,9,0
669838,42701,3,0
3273798,28985,1,0
1815603,27521,1,1
3194960,31392,8,1
3049235,42562,3,0
538182,44910,3,0
2416060,5194,4,1
1544105,8993,1,1
1695817,11945,8,1
3095733,44142,17,1
2856951,2295,2,1
2749750,39160,3,1
2345346,26604,5,1
2106736,36972,2,1
1506291,35923,9,0
3041022,28745,8,1
1269636,45603,2,1
681339,33527,30,1
2068134,43961,3,1
787738,17191,5,1
1644018,25825,8,0
2310422,42265,2,1
1256771,12916,4,1
3137856,33000,1,1
581235,47626,11,1
3219198,47626,19,0
522624,35321,1,0
107276,46069,2,1
1597392,40174,1,1
192510,45066,15,0
1448559,39877,45,1
2729897,48205,7,1
1860659,14086,15,1
1611480,8174,3,1
361943,48455,7,0
1447071,14947,4,1
775306,46886,3,1
389936,47734,7,0
2130614,4533,5,0
450111,8805,8,0
1687414,28928,3,1
3026163,432,2,1
959622,40725,2,1
2577475,10387,6,0
976539,26739,2,1
1952198,45504,1,1
2993140,32653,4,0
2656748,17878,7,1
1600216,29398,27,0
204095,11019,42,0
91142,33846,30,0
292419,19348,5,1
2242512,9444,28,0
2966989,41195,16,1
459757,25466,3,1
1599726,42612,5,1
1946482,31717,11,1
3074155,47357,8,0
437949,16291,3,1
653311,43881,13,0
132109,47209,10,1
2387195,32460,17,0
789701,16363,1,1
3211127,48745,19,0
2200214,8448,13,1
2881431,12341,1,1
93826,35939,17,1
812642,4595,7,1
392123,35838,6,0
1700712,7021,3,1
552103,196,7,1
1545728,17341,7,1
1626281,36036,18,1
1943559,23909,3,1
3170457,18441,7,0
3085651,3800,11,0
3029870,28379,7,1
2726663,49328,9,0
584352,27966,4,1
84308,23915,4,1
2388975,4037,6,1
1626561,32079,7,1
1064305,42611,3,1
1352016,46410,13,1
812283,39275,9,1
390255,19003,13,0
3062650,47766,21,1
2309180,46667,9,1
2449092,9839,17,1
2345422,32738,11,0
1959141,18337,10,0
2031768,21903,13,0
2015492,46802,5,0
2904994,13176,3,0
2952560,24053,12,0
2969718,40411,19,0
878563,5025,9,1
1092164,43122,17,1
316251,30382,9,1
3109872,7484,3,1
1573007,41018,12,0
2426151,5279,15,1
3084347,20869,2,0
3223904,33731,3,1
1499761,13304,3,1
807507,31960,2,1
1301756,13380,19,0
2873233,22395,22,1
1364274,40910,17,1
2711670,27086,6,0
3040430,16973,12,0
1611062,16525,18,0
1467152,8277,8,0
2865093,40571,19,0
19204,48886,7,1
1119469,18023,3,1
2112556,12023,6,0
2684450,32887,15,0
3230182,11896,14,1
1148450,28147,2,1
334238,41950,3,0
2787192,6948,17,1
240157,46058,11,1
2533014,46906,12,0
1822833,23047,25,1
1508862,24009,7,0
233661,30489,5,1
1922123,31618,5,1
1746978,15200,4,0
2078178,5250,12,1
1589664,25931,6,1
3379405,11543,2,0
1968752,7485,3,0
2393085,10227,1,1
2752186,5450,11,1
1304698,35213,3,1
1455635,5621,25,0
1602676,47862,14,0
1982962,22178,6,1
3020234,27489,11,1
492962,43621,2,1
3107735,34969,5,1
2535125,36262,4,1
2122809,38490,4,1
563104,43377,30,0
915649,23909,20,1
205784,32478,14,1
2626306,46149,2,1
2910182,32277,8,0
1566019,23537,3,1
3013174,40939,5,0
2186676,35951,23,1
1756618,29671,7,0
826248,31288,8,1
1950738,23811,6,0
1368464,7631,6,1
1808202,44098,14,0
744810,24852,8,1
2622653,2332,9,0
3200814,7806,3,1
2949982,5575,5,1
3091662,46166,9,0
2312889,40300,1,1
1246296,38510,10,0
1975128,45007,15,0
1102591,13176,4,1
2989766,2433,5,0
1012710,40459,8,0
2896013,17948,28,1
1479736,47209,6,1
659911,9076,14,0
3169394,9210,3,0
2091968,8277,19,0
1503260,7043,9,0
3010864,19660,1,1
1265387,49383,20,0
1749310,20682,8,0
2713609,21903,5,1
1967665,14947,5,1
2469499,5460,11,1
987349,26604,2,1
17613,24838,20,1
1500642,24184,8,0
3420286,27966,23,0
1471440,17706,9,1
1919917,6638,8,0
223435,31506,19,0
1852194,5025,4,1
1605287,48366,28,0
1521276,8518,4,1
1289220,45841,1,0
2167603,24832,4,1
26331,25146,1,0
2698525,24852,1,1
2958117,31410,2,0
2164840,21267,13,0
3195876,14727,20,0
573676,30169,16,0
2466874,14299,27,0
1833847,13249,12,1
2962667,27086,4,0
2046513,30169,11,1
302122,31640,12,0
3200709,39558,18,0
1663200,38739,2,1
1448401,45866,4,1
594572,45584,6,0
3274175,34750,10,0
1860362,24964,9,1
3216085,11512,18,1
2226949,11520,2,1
676180,35988,4,0
1274337,15029,2,1
3341472,13176,2,1
49139,15174,7,1
2361385,3583,5,1
902055,27104,8,0
248298,287,5,1
2017437,11983,1,1
2912520,35004,27,1
3419408,27307,16,0
850385,2716,22,0
1438542,20021,20,1
209589,13661,12,1
3226672,29112,27,0
1938085,21293,11,1
3335224,11576,26,1
1131894,20940,2,1
1526081,13176,10,1
248293,26283,15,0
3272410,15290,7,1
1796699,31985,1,1
256364,48595,6,1
558267,30489,11,1
173740,48642,1,0
1493771,40310,21,1
1101799,392,18,1
788654,47226,16,0
3198040,41774,7,0
2927442,31564,9,1
316271,42265,6,1
1454145,38739,7,1
1376097,35902,19,0
1697437,22886,4,1
873323,12321,3,0
2723836,39928,3,1
306147,32578,5,0
2413192,4588,6,0
374098,46175,13,0
1548032,16185,16,0
649279,31578,2,1
3220984,25025,8,1
1397586,35973,5,0
677668,23410,17,1
3140442,35221,18,1
2091794,46206,18,0
979446,11182,6,0
2602164,27695,12,1
1232356,48395,2,1
981598,43789,3,1
1372167,19106,20,0
701657,45394,1,0
1096430,22935,23,1
1569410,14897,9,1
3287692,34050,8,1
2288284,31423,10,0
1963381,45200,9,0
2749866,21187,4,1
1748262,18224,3,1
1784583,33000,6,1
2367487,4037,1,1
2316513,44486,1,0
1671802,25854,1,0
247543,33439,8,0
3388827,27020,23,0
1145552,11281,14,0
2992257,8523,16,0
3093786,31292,15,0
1080561,10749,4,1
46067,49296,2,1
3180244,5420,3,0
1302472,26384,3,1
1099732,10673,16,1
1113294,46572,1,1
2206958,35845,1,0
532185,12276,2,0
1918597,890,15,1
2046293,8614,21,0
211684,48364,5,0
2392905,24184,9,1
803628,34503,12,1
1272914,20842,2,1
1174881,4086,2,1
1449045,2322,5,1
2484768,24275,6,0
1970561,3298,1,1
1272190,28849,6,0
1037363,22142,4,1
500269,38439,3,0
3143081,13176,7,1
1563278,44843,15,0
2395604,1940,58,1
1893519,5876,23,0
899739,27999,23,1
3173757,39928,5,1
1347084,35986,3,0
1858718,19348,2,1
1696166,13231,11,0
2199921,2078,11,1
1195315,46729,5,1
2247956,33731,2,1
2073154,10761,13,1
3412046,48373,3,0
1260985,40251,6,0
2178175,20940,3,1
3137119,12464,2,1
1692732,11827,4,1
193272,10006,21,1
850793,432,3,1
2923958,36550,10,1
1389140,19691,2,0
2272028,41787,10,1
1547832,21709,1,1
2852770,5373,9,0
2610704,16423,6,1
2775421,1158,7,1
1095994,18599,13,1
3352631,4812,17,1
3026042,41544,4,0
2748224,20156,14,0
2262542,26348,17,1
2717916,17458,1,1
1387361,46817,5,1
1638139,19677,4,0
2042809,5991,10,1
1483237,35734,28,0
410530,44359,10,1
3179442,38278,1,0
885860,26172,15,1
2606811,19053,16,0
1152894,3903,1,0
2775408,34379,4,0
470375,35077,31,0
2248158,42791,11,1
2118310,49517,7,0
7367,13966,3,1
2936041,10504,17,1
758484,17296,18,1
37346,13855,1,0
717363,15740,2,1
3101221,43352,1,1
3251307,13176,1,1
3106703,34386,12,0
3382664,40332,5,1
1649913,4846,9,1
2511299,15290,24,1
2701712,4847,8,1
3189879,42699,7,1
1396003,33120,21,1
2789939,47209,1,1
1303295,1241,8,1
2515962,5876,5,1
1416106,44008,2,1
204594,45007,11,0
1208167,5077,7,1
719287,35628,2,1
1878776,3849,3,1
1166705,15200,4,1
483872,39877,25,0
1002396,29153,8,0
2679290,16616,4,0
1700788,48626,1,0
2114846,9759,9,1
2820972,24852,3,0
1039913,45771,3,0
2322613,4920,23,0
416109,13807,10,0
3223024,14280,8,1
251999,1408,5,1
718849,21288,26,0
2229548,30391,10,1
3149418,41665,4,1
2998128,49113,28,0
565232,47626,13,1
2201344,42578,8,1
853535,24852,2,1
1652829,7035,6,1
2297930,30391,3,1
44628,4799,15,1
318524,35921,2,1
3103399,27964,5,0
3236299,29698,2,0
3042125,30353,7,1
1466094,24852,4,1
2545323,42356,1,1
1092164,38159,47,1
1412452,13176,2,1
2144820,47248,2,1
1317441,1263,8,0
3388429,48183,12,1
1647806,38374,1,1
931126,43122,11,0
1113415,38689,7,1
346585,16797,17,0
1857444,8908,15,1
285815,42768,5,1
2146377,21403,3,1
3108993,2295,11,1
2216932,40709,2,1
2755292,25623,7,0
1952348,39275,12,1
125454,29910,12,0
3407051,35815,1,1
2584969,34256,11,1
1376884,8075,10,0
544422,22556,16,0
100718,16994,6,1
3405572,21312,6,0
2026101,6046,9,1
807660,48205,6,1
2168895,31248,7,0
3004244,30506,27,0
511581,5612,15,0
1321123,32064,14,0
887569,22887,19,1
3172439,19906,2,1
1889864,48559,4,1
2681884,8518,4,0
2340228,46969,16,0
443798,46193,29,0
1726764,5884,7,0
984899,42072,9,1
2703550,45123,10,1
1107274,11182,2,1
262339,18838,11,0
887638,4920,6,0
1729074,36685,8,0
654506,12748,22,1
2405239,35951,11,1
2015977,32734,40,0
348010,25132,1,1
2831348,31853,17,1
3313519,47114,3,1
1071160,2295,7,0
568601,42450,7,0
3180269,14542,20,0
2159211,47877,8,0
946515,26096,5,1
1536712,22025,8,0
2315236,28316,1,1
45596,13674,7,0
1883963,22606,3,0
1154521,36953,3,0
1477765,36522,12,1
2198835,23165,10,1
2638389,40386,8,0
2162192,4945,18,1
1391867,34126,16,1
2520526,30450,16,1
128136,3793,3,0
318273,9623,1,1
121883,21754,36,0
1266452,47185,16,0
1067027,25821,15,0
55731,33929,13,1
220958,47042,3,1
3319092,4920,13,0
2861237,34092,8,1
3351205,45149,1,0
2390223,42719,8,0
323224,36180,2,0
1687931,22849,4,0
2643143,5769,37,0
623058,44765,1,1
3156979,42144,35,0
935004,12036,7,0
837196,28481,11,1
3005320,3107,4,1
1993349,47900,2,1
2968853,38249,14,1
179292,4472,4,0
41568,46969,8,1
2707597,44570,8,1
2001903,37104,4,1
2965715,44632,21,0
1225705,43545,17,1
3277693,6128,6,0
275156,35503,4,1
635323,4957,2,1
2003420,12357,6,0
1731693,1463,7,1
1010742,39545,27,0
2710764,2962,8,1
2467181,43867,4,0
434831,10768,9,1
204143,26882,20,1
666780,19611,10,1
1800940,26321,14,1
2841629,22035,1,1
2766172,24852,8,1
1897858,26375,5,0
2455164,44262,4,0
1363290,11123,15,1
3331065,22667,6,1
2292708,32566,4,1
995268,31801,17,1
1644933,34448,11,0
1350246,43283,2,1
506337,21572,7,1
1035074,47866,15,1
2125656,27243,6,1
1039803,5038,21,1
256922,49139,10,0
3288530,45007,9,0
1584264,21010,16,0
2887920,19008,1,0
2911258,36431,8,1
2733357,5456,1,1
1934595,38273,11,0
1054308,16568,6,0
1934441,20842,2,0
321294,24561,8,0
3271674,17070,2,1
195284,44799,1,1
434336,3696,6,0
1934283,49543,2,1
1806668,26882,11,1
1632849,38730,10,1
1147088,39832,15,0
2472974,46616,13,0
3320628,37600,4,0
2981047,19895,5,1
1949375,22220,6,1
483565,42244,4,1
1049042,47126,2,1
2824197,12891,4,1
2642926,32519,10,0
1828394,17003,4,0
788263,8518,4,1
1015670,39462,42,0
2330354,11526,8,0
1391670,14536,7,1
863986,25718,12,0
275525,22031,28,0
328153,15539,10,0
2106985,28781,9,1
3078223,20052,19,0
590054,18352,3,1
1555638,9623,11,1
1559377,35136,10,1
2112677,15622,21,0
1030623,12341,5,1
2319191,22227,9,0
1697670,28411,5,0
26326,21472,22,0
677308,311,3,1
3039734,33198,3,1
2893401,26369,2,0
3130853,47766,6,0
289481,45123,2,1
502078,28278,16,0
1930572,42244,17,1
1980206,34320,13,0
212339,8204,12,0
2988314,8518,1,0
2612431,26993,5,1
141712,48505,2,1
3009415,11941,15,0
2354174,38346,2,0
146101,38930,2,1
480572,29926,6,0
2623242,16965,29,0
2306886,25718,5,1
1715082,5450,13,1
1613495,34816,25,0
3272932,3105,1,1
2686168,45656,21,0
1832962,9411,18,1
17829,22142,20,1
1340860,28590,1,0
101536,7212,14,0
2331303,46979,5,1
5796,40027,23,0
2104395,30720,18,0
1165249,16797,18,1
2303071,32303,27,1
1864696,30187,3,1
980696,14947,14,1
1605084,31564,4,0
927201,5460,8,1
553168,14992,2,0
1079978,46667,5,1
2126288,21607,13,0
415986,25753,12,0
646143,31296,11,1
515145,2237,9,1
1135227,6046,11,1
1491728,46667,26,1
780503,18135,12,1
57270,23416,10,1
435446,44368,2,1
655530,21903,6,1
788208,8467,5,0
465333,34069,7,0
1250290,48364,16,0
1096880,546,4,1
1978601,46802,10,1
1168491,13870,15,0
1792941,20119,2,1
1605325,10957,18,1
2327853,34358,2,1
1258665,30169,9,1
1070070,24808,10,1
3028768,32624,24,0
1878710,4605,3,1
2018253,28122,2,1
1607227,34969,11,1
1931946,9641,3,0
3224790,45007,7,0
2227877,31964,2,1
1710813,14332,12,0
3323641,1360,6,1
1378735,39561,14,0
1835072,22507,2,1
1871803,63,6,1
556842,1216,11,0
880091,37201,6,0
3318251,44870,9,0
194909,30194,6,1
2193405,2305,12,0
1332212,34050,12,1
450165,35221,9,0
314533,48523,1,1
953197,45149,1,1
25806,28745,1,0
474755,30391,14,0
529556,11422,9,1
2423415,42828,19,1
631490,1463,1,1
3150316,4920,9,1
1278219,1337,4,1
2133334,17284,8,1
2624609,42345,8,1
2708622,43961,12,1
1703323,33081,1,1
1445017,13176,2,1
1927968,30450,8,1
1449298,7349,12,0
484955,14235,10,1
813921,43394,1,1
430504,11520,10,1
624077,14355,17,0
2591963,23794,4,1
2921088,43417,47,0
1715312,23288,6,1
2898157,4656,23,0
1574065,24852,2,1
704066,31635,4,0
2474280,9781,5,1
2546211,37646,4,1
388818,47734,9,1
1400319,21376,12,1
22167,37646,15,1
1277663,15290,3,0
2098532,21709,11,0
902055,18234,5,1
973333,19548,15,0
303169,6414,11,1
2285287,48595,14,0
3418920,21872,2,0
2567327,39558,29,0
2382846,1979,1,0
2035540,10605,1,1
615345,44088,6,0
2424335,7228,16,0
2611614,41596,6,1
2459909,9477,9,0
2263056,18434,24,1
2433892,38400,9,1
891203,27147,3,1
3309870,21267,17,0
1112943,40706,17,0
1279212,44368,11,1
1911140,3661,3,1
2402980,932,6,1
2153358,27845,5,1
607709,37935,16,1
2097474,23029,4,1
442035,46720,2,0
207977,7381,3,1
3019658,33640,18,1
1048216,47890,3,1
2161983,12916,2,1
1251620,3582,10,0
1347162,31562,17,1
1515759,47144,41,0
2887026,47626,4,0
2111376,41588,11,1
1661027,26209,5,1
1839778,6101,18,1
2024856,37229,5,0
2055569,2238,1,0
2900730,21295,4,1
1331525,27086,8,1
3305863,31717,13,0
1797778,21903,1,1
2211039,691,3,1
3256491,31701,14,1
195882,17484,7,0
2562828,8214,5,0
556699,717,16,0
2551002,11679,49,1
2389577,26346,8,1
3059889,45747,1,1
1830298,39275,16,1
3269206,32360,6,1
2466061,34217,4,0
1326952,18370,6,0
243255,31717,6,1
323563,19057,4,1
1282581,40332,13,0
2319802,21137,3,1
1134881,38313,15,1
746990,45190,1,1
1401270,9808,2,1
2211903,35263,5,1
1101511,48205,17,0
863139,41787,3,1
1917005,44359,17,1
2627804,5194,13,0
2688268,10467,5,1
1916047,39581,7,1
2911707,32395,26,0
2817564,1485,21,0
625568,10960,23,0
1939504,42265,5,1
2291928,48862,19,0
1398120,45504,4,0
2216897,29094,16,1
495185,10732,4,0
252460,14233,1,1
1106095,25052,1,1
218273,20114,13,1
3285969,46242,19,0
1580571,3334,4,0
2818851,22963,7,1
2777556,12081,4,1
1138656,24810,3,1
3025899,42383,9,0
1129149,19660,3,1
3192055,7781,21,1
1433873,17652,5,1
563019,8834,6,0
1470204,7035,1,1
1253959,27941,16,1
2433839,29307,10,0
2785354,23165,8,1
2902536,44479,16,0
2412477,18232,12,0
2845782,47734,4,0
862802,17490,2,1
1221102,39812,12,1
3016557,5612,1,1
1297814,45762,20,0
161375,41238,9,1
1360361,10957,1,0
1626566,26384,18,1
1631698,27796,3,0
3055141,41844,6,0
3036335,32553,13,0
1711516,5734,3,1
282219,12916,1,1
1395872,17251,21,0
568799,5708,5,1
1145871,38739,2,0
1215358,44632,15,0
421431,16152,7,1
371040,35264,6,1
139916,28413,3,1
2284467,32353,19,0
2530819,4005,15,1
850249,49328,24,0
1998639,17284,11,0
1352708,43928,5,0
1356417,28199,20,0
578904,20120,32,0
2464931,1999,22,0
2473133,33783,6,0
3205989,12669,18,0
3398705,1313,7,0
1946527,29503,1,1
451430,46025,15,1
1047723,24852,9,1
19204,17877,13,0
1787228,15200,27,0
3240027,46667,10,1
1852542,45,7,1
2641608,17330,6,1
1895658,17704,1,1
3101298,28199,20,1
1083666,364,4,0
2480688,16759,20,0
2724567,5450,3,1
243610,47209,9,1
299992,20995,11,0
2860931,4461,11,0
1873298,19057,17,1
1116599,1358,13,0
2345211,10442,5,0
1369363,10603,4,1
2994933,35725,1,1
2565422,23740,9,0
1868927,21903,6,1
257784,4487,11,0
184201,16797,3,1
832587,4846,28,1
2622343,38383,8,1
582316,20977,12,1
1100471,38739,13,0
817365,33294,3,1
3337473,44177,4,1
9593,45004,1,1
859041,23204,2,1
2394317,40516,29,0
653280,16897,38,1
486647,25146,23,0
1655904,26497,22,0
3394686,4138,8,1
1861902,22312,3,0
2408705,16398,13,1
868407,33198,11,0
3362271,48364,25,0
2931777,47766,2,1
1014235,24489,18,1
2195227,10798,4,0
3265398,1724,4,0
2615353,17341,20,1
3167331,36321,11,1
2770699,7930,24,1
2716440,34854,10,0
873178,31663,12,1
1252899,5120,4,0
2755136,4821,6,1
1727296,27398,4,1
1855704,46025,7,0
2223046,37458,12,0
1879699,48186,4,1
2630625,29328,17,1
2603922,29104,2,1
1468441,42625,10,1
2733979,25219,6,1
1136468,20955,8,1
2713794,12896,8,1
920769,44156,5,1
2970788,10106,16,1
1653878,23854,19,0
692014,31553,11,1
840922,37141,10,1
2097474,4920,13,0
1747908,714,17,1
1812654,38313,9,1
929511,43026,12,1
2975373,16797,4,0
187437,23029,5,1
177575,30776,14,1
3311400,21137,8,1
2929429,12575,1,1
1642339,13176,1,1
1354728,44422,15,1
89691,27730,2,0
585810,34955,5,0
1268231,16168,10,1
1437783,47672,2,1
2111283,44717,8,0
1221306,11266,7,1
2023864,13263,2,0
2105929,34321,2,1
3217874,14678,11,1
899092,27307,6,0
2144016,21938,1,0
272715,5782,1,1
2050381,32069,2,1
211424,7088,16,1
1493086,19938,10,0
2105833,10492,1,0
2415567,26553,33,1
2833247,8277,5,1
2814857,21137,3,1
255689,45066,10,0
1282581,11461,14,0
1286683,6550,5,0
1685366,24852,1,1
2277006,47626,8,0
81185,46875,20,1
2940234,47144,13,1
370563,20574,30,0
3266409,41787,14,1
3202882,40604,3,0
3077462,46616,12,1
1143195,35004,5,0
515694,4562,13,0
787443,35921,7,1
946965,26410,8,1
1666624,17341,6,0
428440,46616,7,1
2011084,16349,22,0
364097,17949,4,1
943956,13649,9,1
2462546,30391,5,1
2308418,26698,1,0
2213020,10473,4,1
497107,33198,5,1
222376,11520,5,1
1176870,34584,10,1
2387204,14992,4,1
1537846,40403,2,1
1466256,11777,3,0
1040679,35221,14,0
2633935,35767,24,1
262439,37849,15,0
945143,21344,8,1
2898385,12980,3,0
1091913,756,5,1
17982,42828,17,1
1379362,38322,4,1
3014677,46516,6,1
2234034,26709,22,1
2170480,26283,10,1
914375,25706,3,0
1830868,19660,1,0
3223315,39275,2,1
2095687,41319,1,0
2419773,1530,3,1
2241216,45682,2,0
2288397,30778,16,0
3255702,41950,6,1
1828476,35951,7,1
699392,4594,10,1
2890284,43451,19,0
2879667,40023,15,0
2058722,29662,22,0
2776707,46996,9,0
2466586,17878,11,0
1956327,42625,4,1
1609309,30352,4,1
2776049,37335,8,0
773741,49075,18,0
710418,44560,5,1
474726,46979,3,1
2750707,26209,6,1
3063309,21137,2,1
2561290,46902,2,1
3211448,10498,6,1
995448,40604,5,1
117587,12060,13,1
143208,18963,3,1
1487527,27985,8,1
2018313,19736,18,1
3382841,35221,2,1
1056930,426,5,1
2831788,40604,8,0
1051563,1240,21,1
2985371,13858,11,0
684054,38273,4,1
2161749,18939,4,1
2093934,36216,5,0
3134653,18880,11,1
560601,40587,9,0
264873,44290,10,1
160061,13838,4,0
845998,24964,1,1
1769005,1308,17,0
311552,34358,6,1
2642873,31003,5,0
3195265,41316,25,1
2489513,21137,4,1
1386319,32033,3,1
705608,45603,18,1
3271659,23716,2,1
2636895,21938,12,0
2191171,2295,2,0
513475,34453,7,0
1583290,43122,15,1
1376778,36361,2,1
2389796,14870,7,1
682264,14493,11,1
371356,37867,1,0
1325526,2726,10,0
66249,10326,10,1
58143,11563,14,1
3135187,9810,1,1
1716530,49235,6,0
1641389,46979,14,1
1811076,17794,15,0
1044138,37951,12,0
776198,32843,3,0
1594674,13768,9,1
3307819,28842,5,1
3056869,28934,8,1
1105550,45948,3,1
2933826,22034,14,0
484489,13679,1,0
3109459,13852,16,0
1990952,44142,21,1
1046774,41065,2,1
1666856,45582,7,0
520568,15164,5,0
2767282,34126,4,1
3004734,29574,2,1
1887402,35628,25,1
2222825,47209,3,1
226328,24852,2,1
3143195,6348,30,1
2733264,25659,25,1
1520539,1244,18,0
1319768,11182,5,0
2694251,39059,8,1
3277850,22046,8,1
1165249,3782,13,0
2081432,2770,20,0
1386031,44204,6,1
2642948,42335,24,0
2951168,5025,16,0
618165,5449,12,0
2715414,48171,3,1
2441987,45544,12,1
203967,36029,5,1
886115,9934,8,1
3369256,19431,24,1
1097378,33065,3,0
311552,47734,3,0
2177006,44292,5,1
939431,47731,3,0
1961637,28199,5,1
2187322,9839,6,1
2821829,13629,22,1
2290828,29487,12,1
3126335,21903,20,1
2900012,22035,7,1
3142819,38381,1,0
349344,41248,8,1
3265289,11755,4,0
642200,2295,6,0
3383615,24852,2,1
147942,34160,12,1
250295,38772,2,0
2853597,21938,6,0
3138726,2091,5,0
77602,22025,11,1
1713514,18566,2,0
2631938,22849,3,1
1854617,21573,2,1
3292791,41216,1,0
225829,47766,2,1
153033,16797,6,0
1783355,40706,1,1
1100182,23405,18,0
1083870,11777,10,1
2947680,35585,3,0
274336,20246,9,0
2095605,39190,4,1
820267,32935,11,0
2200260,18653,10,1
662091,21225,6,1
1207505,45461,15,0
1599078,30406,11,0
1574918,41120,26,1
1299358,41950,7,0
1883410,44359,6,1
1807271,32757,5,0
3355718,24852,6,1
499580,10326,3,1
2592006,26985,4,0
1734817,10441,1,1
843304,38164,2,1
2340838,44560,5,1
2607055,10473,3,1
1605345,36685,11,0
196170,28204,1,1
2351362,47197,5,0
879062,15613,16,1
1330415,16185,25,1
2047119,34755,10,0
711432,8803,7,1
2297722,21890,10,1
2165705,38293,4,1
2552574,21137,9,1
523096,46597,4,1
1912394,25579,14,1
3110915,38124,2,1
3050737,24168,8,0
487597,38154,5,0
2464322,30489,11,1
2271652,3464,1,1
1462287,6348,11,1
1806206,5479,1,1
3329567,2295,9,1
2513603,48364,1,1
3087642,11543,5,1
560337,34127,16,1
1639394,14761,17,1
1819439,46820,7,0
1091626,14147,2,0
1913753,49235,1,0
2498335,24852,11,1
241059,17949,2,1
261158,47766,3,1
650273,47543,3,0
2176317,4920,8,0
2880469,49683,5,0
610243,7456,2,1
1377203,3464,2,1
2336863,13870,2,1
140134,36857,2,1
2265834,32271,14,0
512519,43933,7,1
459813,6348,5,1
1599651,17008,25,1
2823471,16213,5,1
120280,25199,2,1
1392550,21417,13,0
1031353,17160,5,1
2681730,21497,13,1
1867562,45645,9,0
582117,30489,7,1
1745523,34862,9,1
994548,40659,15,0
2151283,17948,3,1
2030355,47766,5,1
3089706,12817,16,1
3375458,7628,13,1
2165760,6046,12,1
3095476,46359,6,0
1555719,32655,5,1
611847,24852,2,1
431644,29545,9,0
285802,2113,6,0
3105577,760,10,0
425922,12614,10,1
2837065,3996,7,0
3246728,5985,2,1
2259682,27845,2,1
1559716,28080,3,1
180180,8204,8,1
187405,29328,22,0
708928,42701,5,0
3338911,48036,7,0
2582072,16797,14,0
91166,9047,1,1
1667647,16748,10,0
1747319,22000,7,0
660758,37011,2,0
3224652,26209,16,1
242631,38456,6,0
2951912,26369,4,1
1362566,27521,12,1
13365,31915,1,0
2327906,5876,2,1
2127772,31663,2,0
1377549,9337,1,0
1105550,37687,13,1
2901331,18157,4,0
2543486,33198,17,1
1858732,25330,13,0
1370876,18963,1,0
3072142,26163,11,1
1306479,13077,5,0
336423,12519,8,1
1356177,19820,25,1
202737,38739,1,0
2762684,19678,15,0
2537262,11827,6,1
2341001,47626,2,1
218219,6069,5,0
46264,33168,13,0
984196,14678,20,1
2441445,28016,10,1
1559746,19691,2,1
1543345,18987,19,1
2813501,43772,14,1
518710,8174,2,1
2809535,19875,2,1
1223942,405,4,1
2839780,31343,7,0
3047089,39984,16,1
2474172,25199,10,1
1351000,47274,14,0
3292373,13629,8,1
1059039,20225,1,0
1201388,4605,1,1
1448922,31717,3,0
2914083,40338,3,0
290103,41758,18,1
400021,38739,6,1
1003391,29382,26,0
3004750,46828,9,1
1369363,35503,2,1
2315299,27555,14,0
2426835,3856,8,1
1543723,48154,6,0
2209102,12481,14,0
3195651,26476,12,1
3177978,30949,15,0
3356283,11610,38,0
2407582,46058,8,1
3077148,26369,5,1
3163671,19057,6,1
1026466,43014,22,0
319346,26969,20,0
564576,18891,7,1
3252605,45013,4,0
406189,5025,2,1
1053293,27925,6,0
2468786,21372,6,0
1285135,26315,11,0
2513603,9178,7,1
2820449,4671,13,0
941137,20899,1,1
3132186,33735,13,1
